,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
3317,005310.OF,广发电子信息传媒产业精选,广发基金,招商银行,股票型,20171211,,,20171120,,0.1469,1.5,0.25,,1.0,0.001,,中证全指信息技术指数收益率*80%+中证全指电信业务指数收益率*10%+银行活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171229,20171229,O
3318,005354.OF,富国沪港深行业精选,富国基金,中国农业银行,混合型,20171211,,,20171121,,2.4194,0.6,0.1,,1.0,0.01,,恒生综合指数收益率*60%+中债综合全价(总值)指数*30%+沪深300指数收益率*10%,L,灵活配置型,契约型开放式,,20171220,20171220,O
3319,004608.OF,长信乐信A,长信基金,交通银行,混合型,20171207,,,20170930,,1.0008,0.6,0.11,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20171215,20171215,O
3320,004609.OF,长信乐信C,长信基金,交通银行,混合型,20171207,,,20170930,,1.0682,0.6,0.11,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,,20171215,20171215,O
3321,005231.OF,红塔红土盛通A,红塔红土基金,交通银行,混合型,20171207,,,20171106,,0.6598,1.0,0.2,,1.0,0.01,,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,L,灵活配置型,契约型开放式,,20180108,20180108,O
3322,005232.OF,红塔红土盛通C,红塔红土基金,交通银行,混合型,20171207,,,20171106,,1.2135,1.0,0.2,,1.0,0.01,,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,L,灵活配置型,契约型开放式,,20180108,20180108,O
3324,004721.OF,华夏睿磐泰茂C,华夏基金,中国农业银行,混合型,20171206,,,20171106,,0.0475,0.8,0.2,,1.0,0.001,,上证国债指数收益率*85%+中证800指数收益率*15%,L,平衡型,契约型开放式,,20180111,20180111,O
3325,005280.OF,安信稳健阿尔法定开,安信基金,招商银行,混合型,20171206,,,20171101,,0.103,1.0,0.25,,1.0,0.001,,一年期银行定期存款利率(税后),L,混合型,契约型开放式,,20180309,20180309,O
3326,004763.OF,中科沃土沃嘉A,中科沃土基金,浙商银行,混合型,20171206,,,20171101,,0.3267,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20180108,20180108,O
3327,004764.OF,中科沃土沃嘉C,中科沃土基金,浙商银行,混合型,20171206,,,20171101,,1.7249,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20180108,20180108,O
3328,005123.OF,南方优享分红A,南方基金,中国工商银行,混合型,20171206,,,20171109,,52.0574,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20180123,20180123,O
3329,004720.OF,华夏睿磐泰茂A,华夏基金,中国农业银行,混合型,20171206,,,20171106,,8.6922,0.8,0.2,,1.0,0.001,,上证国债指数收益率*85%+中证800指数收益率*15%,L,平衡型,契约型开放式,,20180111,20180111,O
3332,004900.OF,财通资管鑫锐A,财通证券资管,中国银行,混合型,20171206,,,20171101,,2.5805,0.65,0.15,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180305,20180305,O
3333,005027.OF,光大多策略优选一年,光大保德信基金,中国光大银行,混合型,20171206,,,20171106,,8.0632,1.5,0.25,,1.0,0.0001,,中债总全价指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20181206,20181206,O
3335,004901.OF,财通资管鑫锐C,财通证券资管,中国银行,混合型,20171206,,,20171101,,0.9091,0.65,0.15,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180305,20180305,O
3336,005170.OF,华泰保兴策略精选C,华泰保兴基金,中国银行,混合型,20171206,,,20171030,,0.0176,1.2,0.25,,1.0,100.0,,沪深300指数收益率*55%+中债总指数(全价)收益率*45%,L,灵活配置型,契约型开放式,,20180118,20180118,O
3337,005169.OF,华泰保兴策略精选A,华泰保兴基金,中国银行,混合型,20171206,,,20171030,,0.7636,1.2,0.25,,1.0,100.0,,沪深300指数收益率*55%+中债总指数(全价)收益率*45%,L,灵活配置型,契约型开放式,,20180118,20180118,O
3338,005209.OF,东吴双三角A,东吴基金,中国建设银行,股票型,20171205,,,20171102,,4.2062,1.5,0.25,,1.0,0.0001,,中证长三角龙头企业指数收益率*30%+中证珠三角沿海区域发展主题指数收益率*30%+恒生综合指数收益率*20%+中债总指数收益率*20%,L,股票型,契约型开放式,,20180105,20180105,O
3339,005210.OF,东吴双三角C,东吴基金,中国建设银行,股票型,20171205,,,20171102,,0.9081,1.5,0.25,,1.0,0.0001,,中证长三角龙头企业指数收益率*30%+中证珠三角沿海区域发展主题指数收益率*30%+恒生综合指数收益率*20%+中债总指数收益率*20%,L,股票型,契约型开放式,,20180105,20180105,O
3340,005051.OF,上投摩根港股低波红利A,上投摩根基金,中国银行,股票型,20171204,,,20171101,,6.8862,0.6,0.15,,1.0,0.01,,标普港股通低波红利指数收益率*95%+银行活期存款收益率(税后)*5%,L,被动指数型,契约型开放式,,20171218,20171218,O
3341,005052.OF,上投摩根港股低波红利C,上投摩根基金,中国银行,股票型,20171204,,,20171101,,0.0921,0.6,0.15,,1.0,0.01,,标普港股通低波红利指数收益率*95%+银行活期存款收益率(税后)*5%,L,被动指数型,契约型开放式,,20171218,20171218,O
3342,005303.OF,嘉实医药健康A,嘉实基金,中国建设银行,股票型,20171204,,,20171116,,38.0507,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*70%+中债综合财富指数收益率*20%+恒生医疗保健指数收益率*10%,L,股票型,契约型开放式,,20180205,20180205,O
3344,004988.OF,人保双利A,人保资产,中国工商银行,混合型,20171204,,,20171103,,1.0696,0.6,0.2,,1.0,0.001,,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180103,20180103,O
3345,005304.OF,嘉实医药健康C,嘉实基金,中国建设银行,股票型,20171204,,,20171116,,1.5898,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*70%+中债综合财富指数收益率*20%+恒生医疗保健指数收益率*10%,L,股票型,契约型开放式,,20180205,20180205,O
3346,004989.OF,人保双利C,人保资产,中国工商银行,混合型,20171204,,,20171103,,1.4836,0.6,0.2,,1.0,0.001,,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180103,20180103,O
3348,002885.OF,大摩万众创新,摩根士丹利华鑫基金,中国银行,混合型,20171204,,,20171025,,2.3272,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,灵活配置型,契约型开放式,,20180104,20180104,O
3349,005206.OF,南方优选成长C,南方基金,中国建设银行,混合型,20171201,,,,,,1.5,0.25,,1.0,,,沪深300指数*60%+上证国债指数*40%,L,灵活配置型,契约型开放式,,20171201,20171201,O
3350,004735.OF,中欧瑾灵C,中欧基金,中信银行,混合型,20171201,,,20171114,,0.1232,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20180102,20180102,O
3351,005126.OF,银河量化稳进,银河基金,北京银行,混合型,20171201,,,20171030,,2.0974,1.5,0.25,,1.0,0.001,,中证500指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20171227,20180105,O
3352,005279.OF,华泰紫金红利低波动,华泰证券资管,交通银行,股票型,20171201,,,20171106,,6.1379,0.8,0.1,,1.0,0.1,,中证红利低波动指数收益率,L,被动指数型,契约型开放式,,20171208,20171208,O
3353,005270.OF,太平改革红利精选,太平基金,浦发银行,混合型,20171201,,,20171101,,2.9942,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180102,20180102,O
3354,005207.OF,南方高端装备C,南方基金,中国工商银行,混合型,20171201,,,,,,1.5,0.25,,1.0,,,中证装备产业指数*80%+上证国债指数*20%,L,灵活配置型,契约型开放式,,20171201,20171201,O
3355,005211.OF,银河智慧主题,银河基金,中国建设银行,混合型,20171201,,,20171030,,4.5732,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+上证国债指数收益率*30%,L,灵活配置型,契约型开放式,,20171227,20180105,O
3356,004734.OF,中欧瑾灵A,中欧基金,中信银行,混合型,20171201,,,20171114,,1.9916,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20180102,20180102,O
3357,001520.OF,国投瑞银研究精选,国投瑞银基金,中国工商银行,股票型,20171201,,,20171117,,2.2539,1.5,0.25,,1.0,0.001,,沪深300指数收益率*90%+银行活期存款利率(税后)*10%,L,股票型,契约型开放式,,20180103,20180103,O
3358,004914.OF,中银证券聚瑞C,中银证券,浦发银行,混合型,20171129,,,20171016,,1.2509,0.6,0.1,,1.0,0.001,,中债综合全价指数收益率*70%+中证800指数收益率*25%+同期银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20180103,20180103,O
3359,005186.OF,长安鑫兴A,长安基金,广发银行,混合型,20171129,,,20171030,,3.2523,1.0,0.1,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180212,20180212,O
3360,004913.OF,中银证券聚瑞A,中银证券,浦发银行,混合型,20171129,,,20171016,,1.2556,0.6,0.1,,1.0,0.001,,中债综合全价指数收益率*70%+中证800指数收益率*25%+同期银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20180103,20180103,O
3361,005187.OF,长安鑫兴C,长安基金,广发银行,混合型,20171129,,,20171030,,0.9552,1.0,0.1,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180212,20180212,O
3362,005268.OF,鹏华优势企业,鹏华基金,中国银行,股票型,20171129,,,20171030,,6.8826,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20171229,20171229,O
3363,004853.OF,广发价值回报C,广发基金,中国工商银行,混合型,20171129,,,20171024,,0.9304,0.8,0.1,,1.0,0.001,,中债-综合财富(总值)指数*70%+沪深300指数*20%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20180104,20180104,O
3364,005344.OF,长安裕盛C,长安基金,兴业银行,混合型,20171129,,,20171120,,1.6312,1.2,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20171225,20171225,O
3365,004852.OF,广发价值回报A,广发基金,中国工商银行,混合型,20171129,,,20171024,,1.8302,0.8,0.1,,1.0,0.001,,中债-综合财富(总值)指数*70%+沪深300指数*20%+银行活期存款利率(税后)*10%,L,混合型,契约型开放式,,20180104,20180104,O
3366,005343.OF,长安裕盛A,长安基金,兴业银行,混合型,20171129,,,20171120,,0.5045,1.2,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20171225,20171225,O
3372,001738.OF,大摩新趋势,摩根士丹利华鑫基金,招商证券,混合型,20171127,,,20171026,,2.4298,0.6,0.2,,1.0,0.1,,沪深300指数*50%+中证综合债券指数*50%,L,灵活配置型,契约型开放式,,20171227,20171227,O
3373,001573.OF,南方互联网+,南方基金,中国建设银行,混合型,20171127,,,20171101,,3.9967,0.6,0.1,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20180108,20180108,O
3374,002713.OF,广发转型升级,广发基金,中国银行,混合型,20171127,,,20171109,,2.0039,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+中债全债指数收益率*35%,L,灵活配置型,契约型开放式,,20171208,20171208,O
3378,004881.OF,中银量化价值,中银基金,兴业银行,混合型,20171124,,,20171023,,3.3383,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20171226,20171226,O
3379,005018.OF,国金民丰回报,国金基金,中国民生银行,混合型,20171124,,,20171018,,2.6543,1.2,0.15,,1.0,0.1,,中证全债指数收益率*80%+沪深300指数收益率*15%+同期银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20180524,20180524,O
3381,005075.OF,富国研究量化精选,富国基金,中国工商银行,混合型,20171124,,,20171031,,2.8593,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+中债综合指数收益率*25%,L,混合型,契约型开放式,,20180119,20180119,O
3382,004848.OF,中欧睿泓定期开放,中欧基金,招商银行,混合型,20171124,,,20171103,,9.9284,1.5,0.25,,1.0,0.001,,中债综合指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20180524,20180524,O
3384,003032.OF,平安医疗健康,平安基金,中国银行,混合型,20171124,,,20171016,,2.5896,1.5,0.25,,1.0,0.01,,中证医药卫生指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180212,20180212,O
3385,005146.OF,兴银丰润,兴银基金,兴业银行,混合型,20171124,,,20171009,,2.8489,1.5,0.2,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20180105,20180105,O
3387,001344.OF,易方达沪深300医药ETF联接A,易方达基金,中国建设银行,股票型,20171122,,,20171030,,3.1492,0.5,0.1,,1.0,0.001,,沪深300医药卫生指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20171204,20171204,O
3388,005109.OF,汇安多策略A,汇安基金,中国光大银行,混合型,20171122,,,20171030,,2.1774,1.5,0.2,,1.0,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20180214,20180214,O
3389,005110.OF,汇安多策略C,汇安基金,中国光大银行,混合型,20171122,,,20171030,,2.1822,1.5,0.2,,1.0,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20180214,20180214,O
3390,005266.OF,博时厚泽回报C,博时基金,中国工商银行,混合型,20171122,,,20171023,,4.2617,1.5,0.25,,1.0,0.001,,中证全指指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20171222,20171222,O
3391,005265.OF,博时厚泽回报A,博时基金,中国工商银行,混合型,20171122,,,20171023,,4.6586,1.5,0.25,,1.0,0.001,,中证全指指数收益率*50%+中债综合财富(总值)指数收益率*50%,L,灵活配置型,契约型开放式,,20171222,20171222,O
3392,001857.OF,易方达现代服务业,易方达基金,中国建设银行,混合型,20171122,,,20171023,,27.4626,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+一年期人民币定期存款利率(税后)*35%,L,灵活配置型,契约型开放式,,20180102,20180102,O
3396,004607.OF,长信利尚一年定开,长信基金,中国工商银行,混合型,20171117,,,20171009,,2.0014,1.2,0.2,,1.0,0.0001,,中证综合债指数收益率*80%+中证500指数收益率*20%,L,混合型,契约型开放式,,20181119,20181119,O
3397,004724.OF,先锋聚元A,先锋基金,邮储银行,混合型,20171117,,,20171107,,0.0042,1.2,0.15,,1.0,0.001,,沪深300指数收益率*55%+中债总指数收益率*45%,L,灵活配置型,契约型开放式,,20171127,20171127,O
3398,004725.OF,先锋聚元C,先锋基金,邮储银行,混合型,20171117,,,20171107,,2.0246,1.2,0.15,,1.0,0.001,,沪深300指数收益率*55%+中债总指数收益率*45%,L,灵活配置型,契约型开放式,,20171127,20171127,O
3402,005143.OF,中融沪港深大消费C,中融基金,国泰君安,混合型,20171116,,,20171023,,1.8962,1.5,0.25,,1.0,0.01,,上证国债指数收益率*50%+恒生指数收益率*40%+沪深300指数收益率*10%,L,灵活配置型,契约型开放式,,20180116,20180116,O
3403,005176.OF,富国精准医疗,富国基金,中国建设银行,混合型,20171116,,,20171016,,16.4124,1.5,0.25,,1.0,0.001,,中证精准医疗主题指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20180103,20180103,O
3404,005142.OF,中融沪港深大消费A,中融基金,国泰君安,混合型,20171116,,,20171023,,1.0933,1.5,0.25,,1.0,0.01,,上证国债指数收益率*50%+恒生指数收益率*40%+沪深300指数收益率*10%,L,灵活配置型,契约型开放式,,20180116,20180116,O
3405,004044.OF,金鹰转型动力,金鹰基金,兴业银行,混合型,20171116,,,20171013,,8.5685,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20180117,20180117,O
3407,005244.OF,国泰聚优价值A,国泰基金,招商银行,混合型,20171115,,,20171030,,28.9769,1.5,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20171218,20171218,O
3408,005245.OF,国泰聚优价值C,国泰基金,招商银行,混合型,20171115,,,20171030,,2.5771,1.5,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20171218,20171218,O
3409,004685.OF,金元顺安元启,金元顺安基金,中国民生银行,混合型,20171114,,,20171106,,2.0012,1.5,0.1,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20171115,20171115,O
3410,004674.OF,富国新机遇A,富国基金,中国工商银行,混合型,20171114,,,20171031,,0.2,0.6,0.1,,1.0,0.001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20180213,20180213,O
3411,004675.OF,富国新机遇C,富国基金,中国工商银行,混合型,20171114,,,20171031,,0.1,0.6,0.1,,1.0,0.001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20180213,20180213,O
3413,004707.OF,景顺长城睿成A,景顺长城基金,中国工商银行,混合型,20171110,,,20171030,,1.2001,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20171121,20171121,O
3414,004719.OF,景顺长城睿成C,景顺长城基金,中国工商银行,混合型,20171110,,,20171030,,1.317,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20171121,20171121,O
3417,005228.OF,汇添富港股通专注成长,汇添富基金,中国建设银行,混合型,20171110,,,20171012,,23.248,1.5,0.25,,1.0,0.001,,恒生指数收益率(使用估值汇率折算)*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20180122,20180122,O
3418,005238.OF,银华医疗健康C,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.0661,1.0,0.1,,1.0,0.001,,中证全指医药卫生指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3420,005240.OF,银华文体娱乐C,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.0252,1.0,0.1,,1.0,0.001,,中证文体指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3421,005197.OF,工银瑞信沪港深精选A,工银瑞信基金,中国农业银行,混合型,20171109,,,20171011,,15.0619,1.5,0.25,,1.0,0.001,,恒生指数收益率*50%+中债综合财富(总值)指数*50%,L,灵活配置型,契约型开放式,,20180109,20180109,O
3422,005237.OF,银华医疗健康A,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.2712,1.0,0.1,,1.0,0.001,,中证全指医药卫生指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3423,005239.OF,银华文体娱乐A,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.1126,1.0,0.1,,1.0,0.001,,中证文体指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3424,004925.OF,长信低碳环保行业量化,长信基金,交通银行,股票型,20171109,,,20171009,,3.2369,1.5,0.25,,1.0,0.0001,,中证环保产业指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20180110,20180110,O
3425,005236.OF,银华食品饮料C,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.0203,1.0,0.1,,1.0,0.001,,中证食品饮料指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3426,005235.OF,银华食品饮料A,银华基金,中国工商银行,股票型,20171109,,,20171016,,0.115,1.0,0.1,,1.0,0.001,,中证食品饮料指数收益率*90%+商业银行人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20171219,20171219,O
3428,005198.OF,工银瑞信沪港深精选C,工银瑞信基金,中国农业银行,混合型,20171109,,,20171011,,1.5539,1.5,0.25,,1.0,0.001,,恒生指数收益率*50%+中债综合财富(总值)指数*50%,L,灵活配置型,契约型开放式,,20180109,20180109,O
3429,005220.OF,海富通聚优精选,海富通基金,中国银行,混合型,20171106,,,20170926,,21.5947,1.0,0.2,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20171206,20171206,O
3430,005267.OF,嘉实价值精选,嘉实基金,中国银行,股票型,20171106,,,20171030,,66.1009,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*45%+恒生指数收益率*45%+中债综合财富指数收益率*10%,L,股票型,契约型开放式,,20180108,20180108,O
3432,005218.OF,华夏聚惠稳健目标A,华夏基金,中国建设银行,混合型,20171103,,,20170926,,26.6901,0.8,0.2,,1.0,0.01,,上证国债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20171207,20171207,O
3433,005219.OF,华夏聚惠稳健目标C,华夏基金,中国建设银行,混合型,20171103,,,20170926,,20.2201,0.8,0.2,,1.0,0.01,,上证国债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20171207,20171207,O
3434,005250.OF,银华估值优势,银华基金,中国建设银行,混合型,20171103,,,20171025,,29.0092,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20180201,20180201,O
3436,005059.OF,南方安福A,南方基金,浦发银行,混合型,20171102,,,20171009,,2.7115,1.0,0.2,,1.0,0.1,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20171205,20171205,O
3437,005222.OF,泰达宏利全能优选C,泰达宏利基金,中国银行,混合型,20171102,,,20171009,,1.9561,0.8,0.2,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*20%+中证商品期货成份指数收益率*10%,L,混合型,契约型开放式,,20180105,20180105,O
3438,005221.OF,泰达宏利全能优选A,泰达宏利基金,中国银行,混合型,20171102,,,20171009,,6.3156,0.8,0.2,,1.0,0.0001,,中证综合债指数收益率*70%+沪深300指数收益率*20%+中证商品期货成份指数收益率*10%,L,混合型,契约型开放式,,20180105,20180105,O
3439,005217.OF,建信福泽安泰,建信基金,中信银行,混合型,20171102,,,20170926,,27.9153,0.8,0.1,,1.0,0.001,,中债综合财富指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20171117,20171117,O
3440,005061.OF,农银汇理永益定开,农银汇理基金,中国银行,混合型,20171102,,,20170904,,2.7957,1.2,0.2,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181102,20181102,O
3442,005084.OF,平安量化先锋A,平安基金,平安银行,混合型,20171101,,,20170828,,0.1876,1.5,0.25,,1.0,0.01,,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20171220,20171220,O
3443,005085.OF,平安量化先锋C,平安基金,平安银行,混合型,20171101,,,20170828,,0.2227,1.5,0.25,,1.0,0.01,,中证500指数收益率*95%+商业银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20171220,20171220,O
3444,005043.OF,国寿安保健康科学A,国寿安保基金,中国银行,混合型,20171101,,,20170904,,2.2277,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20171222,20171222,O
3445,005044.OF,国寿安保健康科学C,国寿安保基金,中国银行,混合型,20171101,,,20170904,,1.1703,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20171222,20171222,O
3447,160141.OF,南方道琼斯美国精选C,南方基金,中国工商银行,股票型,20171026,,,20170822,,1.8503,0.8,0.25,,1.0,0.1,,道琼斯美国精选REIT指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20171124,20171124,O
3448,005156.OF,嘉实领航资产配置A,嘉实基金,中国建设银行,混合型,20171026,,,20170926,,21.3619,0.8,0.25,,1.0,0.0001,,中债综合财富指数收益率*70%+中证800股票指数收益率*20%+Wind商品综合指数收益率*10%,L,混合型,契约型开放式,,20171206,20171206,O
3449,005136.OF,华安幸福生活,华安基金,中国建设银行,混合型,20171026,,,20171009,,38.4487,1.5,0.25,,1.0,0.0001,,中证800指数收益率*80%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20180105,20180105,O
3450,005157.OF,嘉实领航资产配置C,嘉实基金,中国建设银行,混合型,20171026,,,20170926,,7.2759,0.8,0.25,,1.0,0.0001,,中债综合财富指数收益率*70%+中证800股票指数收益率*20%+Wind商品综合指数收益率*10%,L,混合型,契约型开放式,,20171206,20171206,O
3452,004818.OF,国寿安保目标策略A,国寿安保基金,广发银行,混合型,20171024,,,20171016,,0.5017,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20171123,20171123,O
3453,004819.OF,国寿安保目标策略C,国寿安保基金,广发银行,混合型,20171024,,,20171016,,1.918,0.6,0.1,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20171123,20171123,O
3456,005216.OF,南方全天候策略C,南方基金,中国工商银行,混合型,20171019,,,20170926,,12.1037,1.0,0.2,,1.0,0.1,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20171120,20171120,O
3457,005215.OF,南方全天候策略A,南方基金,中国工商银行,混合型,20171019,,,20170926,,20.9281,1.0,0.2,,1.0,0.1,,上证国债指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20171120,20171120,O
3464,005053.OF,银河量化价值,银河基金,中国建设银行,混合型,20171013,,,20170904,,4.3909,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20171115,20171115,O
3468,005028.OF,鹏华研究精选,鹏华基金,中国建设银行,混合型,20171009,,,20170831,,9.8089,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+中证综合债指数收益率*30%,L,灵活配置型,契约型开放式,,20171208,20171208,O
3471,005009.OF,申万菱信行业轮动,申万菱信基金,中国农业银行,股票型,20170929,,,20170829,,12.5485,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20171013,20171013,O
3472,501042.OF,汇添富弘安C,汇添富基金,招商银行,混合型,20170929,,,20170828,,1.3809,1.2,0.2,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190329,20190329,O
3473,501041.OF,汇添富弘安A,汇添富基金,招商银行,混合型,20170929,,,20170828,,1.9145,1.2,0.2,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190329,20190329,O
